id,player,team,era,positions,pts,reb,ast,stl,blk,stl_historically_unavailable,blk_historically_unavailable,raw_composite,source_contribution,source_value,flex_score,tier,tier_label,overall_rank,spin_rank,perfect_share,playable
wilt_chamberlain_gsw_1960s,Wilt Chamberlain,GSW,1960s,C,41.46,25.1,3.02,,,true,true,31.956064,31.958,31.958,0.0,S+,cheat-code pick,1,1,0.4584158945575792,true
wilt_chamberlain_phi_1960s,Wilt Chamberlain,PHI,1960s,C,27.6,23.96,6.79,,,true,true,28.775189,28.777,28.777,0.0,S+,cheat-code pick,2,1,0.20977644784728058,true
kareem_abdul_jabbar_mil_1970s,Kareem Abdul-Jabbar,MIL,1970s,C,30.43,15.32,4.31,1.22,3.41,false,false,28.449351,28.451,28.451,0.0,S+,cheat-code pick,3,1,0.0816463256189237,true
kareem_abdul_jabbar_lal_1970s,Kareem Abdul-Jabbar,LAL,1970s,C,25.89,14.05,4.67,1.33,3.61,false,false,26.681613,26.683,26.683,0.0,S+,cheat-code pick,4,1,0.04164880433225427,true
nikola_joki_den_2020s,Nikola Jokić,DEN,2020s,C,26.9,12.4,9.3,1.4,0.8,false,false,25.40289,25.404,25.404,0.0,S,perfect-lineup caliber,5,1,0.018260259469539377,true
giannis_antetokounmpo_mil_2020s,Giannis Antetokounmpo,MIL,2020s,PF/PG/SF/C,29.6,11.3,6.0,1.0,1.1,false,false,23.52999,23.531,24.581,1.05,S,perfect-lineup caliber,6,1,0.09878499924856017,true
russell_westbrook_was_2020s,Russell Westbrook,WAS,2020s,PG,22.2,11.5,11.7,1.4,0.4,false,false,24.18992,24.191,24.191,0.0,S,perfect-lineup caliber,7,1,0.07618159322174119,true
luka_don_i_dal_2020s,Luka Dončić,DAL,2020s,PG/SG/SF,30.6,8.7,8.8,1.2,0.5,false,false,23.43711,23.439,24.139,0.7,S,perfect-lineup caliber,8,1,0.09704047697343991,true
bob_mcadoo_lac_1970s,Bob McAdoo,LAC,1970s,C/PF,28.24,12.67,2.59,1.14,2.42,false,false,23.639638,23.641,23.991,0.35,S,perfect-lineup caliber,9,1,0.035365106328337205,true
michael_jordan_chi_1980s,Michael Jordan,CHI,1980s,SG/SF,32.65,6.15,5.93,2.81,1.18,false,false,23.472649,23.474,23.824,0.35,S,perfect-lineup caliber,10,1,0.09967043653623449,true
luka_don_i_lal_2020s,Luka Dončić,LAL,2020s,PG/SG/SF,30.9,7.9,8.0,1.7,0.5,false,false,23.1191,23.12,23.82,0.7,S,perfect-lineup caliber,11,1,0.09213751173276276,true
hakeem_olajuwon_hou_1990s,Hakeem Olajuwon,HOU,1990s,C,23.92,11.62,3.01,1.78,3.46,false,false,23.781323,23.782,23.782,0.0,S,perfect-lineup caliber,12,1,0.011665891802566011,true
lebron_james_lal_2010s,LeBron James,LAL,2010s,SF/PF/PG/C/SG,27.4,8.5,8.3,1.3,0.6,false,false,22.14041,22.142,23.542,1.4,S,perfect-lineup caliber,13,1,0.07307550349263804,true
david_robinson_sas_1990s,David Robinson,SAS,1990s,C,24.4,11.51,2.96,1.56,3.38,false,false,23.494395,23.495,23.495,0.0,S,perfect-lineup caliber,14,1,0.009748594264493725,true
demarcus_cousins_nop_2010s,DeMarcus Cousins,NOP,2010s,C,24.99,12.77,5.01,1.57,1.47,false,false,23.374539,23.376,23.376,0.0,S,perfect-lineup caliber,15,1,0.006960233420689878,true
kevin_garnett_min_2000s,Kevin Garnett,MIN,2000s,C/PF/SF,22.47,12.7,5.03,1.39,1.66,false,false,22.5048,22.506,23.206,0.7,S,perfect-lineup caliber,16,1,0.05562897111196965,true
moses_malone_hou_1980s,Moses Malone,HOU,1980s,C,28.23,14.67,1.8,0.97,1.56,false,false,23.140218,23.141,23.141,0.0,S,perfect-lineup caliber,17,1,0.005708227651292947,true
shaquille_oneal_orl_1990s,Shaquille O'Neal,ORL,1990s,C,27.19,12.51,2.43,0.79,2.78,false,false,23.126933,23.128,23.128,0.0,S,perfect-lineup caliber,18,1,0.006640939368467924,true
wilt_chamberlain_lal_1960s,Wilt Chamberlain,LAL,1960s,C,20.5,21.1,4.5,,,true,true,23.11942,23.121,23.121,0.0,S,perfect-lineup caliber,19,1,0.024520224432159836,true
lebron_james_cle_2010s,LeBron James,CLE,2010s,SF/PF/PG/C/SG,26.88,7.62,8.15,1.44,0.76,false,false,21.675483,21.677,23.077,1.4,S,perfect-lineup caliber,20,1,0.06559636932381435,true
nate_thurmond_gsw_1970s,Nate Thurmond,GSW,1970s,C/PF,18.63,15.64,3.12,0.7,2.9,false,false,22.616998,22.618,22.968,0.35,S,perfect-lineup caliber,21,1,0.026205078711126564,true
hakeem_olajuwon_hou_1980s,Hakeem Olajuwon,HOU,1980s,C,23.0,12.11,2.03,1.96,3.11,false,false,22.939696,22.941,22.941,0.0,S,perfect-lineup caliber,22,2,0.007496287120608729,true
victor_wembanyama_sas_2020s,Victor Wembanyama,SAS,2020s,C,23.6,11.0,3.6,1.1,3.5,false,false,22.91271,22.914,22.914,0.0,S,perfect-lineup caliber,23,1,0.006932635375359769,true
james_harden_bkn_2020s,James Harden,BKN,2020s,PG/SG,24.6,7.9,10.8,1.2,0.8,false,false,22.46815,22.469,22.819,0.35,S,perfect-lineup caliber,24,1,0.06556298974352504,true
shaquille_oneal_lal_2000s,Shaquille O'Neal,LAL,2000s,C,27.05,11.99,3.32,0.56,2.56,false,false,22.759019,22.76,22.76,0.0,S,perfect-lineup caliber,25,1,0.005062708093334417,true
lebron_james_cle_2000s,LeBron James,CLE,2000s,SF/PF/PG/C/SG,27.52,7.01,6.68,1.75,0.85,false,false,21.077242,21.078,22.478,1.4,S,perfect-lineup caliber,26,1,0.05717315202098985,true
bob_mcadoo_nyk_1970s,Bob McAdoo,NYK,1970s,C/PF,26.65,12.0,3.33,1.34,1.42,false,false,22.103589,22.105,22.455,0.35,S,perfect-lineup caliber,27,1,0.020758042282824705,true
anthony_davis_dal_2020s,Anthony Davis,DAL,2020s,C/PF,24.7,11.6,3.5,1.2,2.2,false,false,22.09813,22.099,22.449,0.35,S,perfect-lineup caliber,28,2,0.021900454425453575,true
bob_pettit_atl_1960s,Bob Pettit,ATL,1960s,C/PF,27.55,16.69,3.3,,,true,true,22.036123,22.037,22.387,0.35,S,perfect-lineup caliber,29,1,0.04965022512051386,true
lebron_james_mia_2010s,LeBron James,MIA,2010s,SF/PF/PG/C/SG,26.91,7.56,6.73,1.69,0.64,false,false,20.912614,20.914,22.314,1.4,S,perfect-lineup caliber,30,1,0.053166133045896284,true
larry_bird_bos_1980s,Larry Bird,BOS,1980s,PF/SF,24.97,10.21,6.12,1.81,0.84,false,false,21.925384,21.927,22.277,0.35,S,perfect-lineup caliber,31,1,0.04522556211452774,true
chris_webber_sac_1990s,Chris Webber,SAC,1990s,C/PF,20.0,13.0,4.1,1.4,2.1,false,false,21.83223,21.833,22.183,0.35,S,perfect-lineup caliber,32,1,0.020317719302644668,true
oscar_robertson_sac_1960s,Oscar Robertson,SAC,1960s,PG,29.66,8.73,10.5,,,true,true,22.174199,22.176,22.176,0.0,S,perfect-lineup caliber,33,1,0.11049401299695447,true
bill_russell_bos_1960s,Bill Russell,BOS,1960s,C,14.82,22.55,4.63,,,true,true,22.15388,22.155,22.155,0.0,S,perfect-lineup caliber,34,1,0.01545401100376231,true
shaquille_oneal_lal_1990s,Shaquille O'Neal,LAL,1990s,C,27.02,11.54,2.59,0.76,2.34,false,false,21.971371,21.973,21.973,0.0,A+,elite anchor,35,1,0.0031803872446561927,true
elvin_hayes_was_1970s,Elvin Hayes,WAS,1970s,C/PF,21.52,13.38,1.86,1.25,2.47,false,false,21.509955,21.511,21.861,0.35,A+,elite anchor,36,1,0.018766031980832137,true
magic_johnson_lal_1980s,Magic Johnson,LAL,1980s,PG/SG/PF,19.5,7.39,11.21,2.04,0.43,false,false,21.141786,21.143,21.843,0.7,A+,elite anchor,37,1,0.051975168786482964,true
joel_embiid_phi_2020s,Joel Embiid,PHI,2020s,C,29.6,9.9,4.2,0.9,1.4,false,false,21.80292,21.804,21.804,0.0,A+,elite anchor,38,1,0.002458174507487487,true
lebron_james_lal_2020s,LeBron James,LAL,2020s,SF/PF/PG/C/SG,25.9,7.6,7.4,1.1,0.7,false,false,20.39911,20.4,21.8,1.4,A+,elite anchor,39,3,0.04357855932134362,true
elvin_hayes_hou_1960s,Elvin Hayes,HOU,1960s,C/PF,28.4,17.1,1.4,,,true,true,21.42021,21.421,21.771,0.35,A+,elite anchor,40,1,0.04110741628792555,true
dwight_howard_orl_2010s,Dwight Howard,ORL,2010s,C/PF,20.56,13.86,1.68,1.23,2.48,false,false,21.360179,21.361,21.711,0.35,A+,elite anchor,41,1,0.01790103768969863,true
james_harden_hou_2010s,James Harden,HOU,2010s,PG/SG,29.05,5.96,7.72,1.76,0.59,false,false,21.268948,21.27,21.62,0.35,A+,elite anchor,42,1,0.04780546827797939,true
michael_jordan_chi_1990s,Michael Jordan,CHI,1990s,SG/SF,30.8,6.34,5.07,2.3,0.7,false,false,21.240889,21.242,21.592,0.35,A+,elite anchor,43,1,0.05036531475107538,true
chris_webber_sac_2000s,Chris Webber,SAC,2000s,C/PF,23.91,10.33,4.83,1.52,1.38,false,false,21.185238,21.186,21.536,0.35,A+,elite anchor,44,1,0.015696196628406853,true
bill_walton_por_1970s,Bill Walton,POR,1970s,C,17.1,13.52,4.42,0.97,2.53,false,false,21.400405,21.401,21.401,0.0,A+,elite anchor,45,1,0.002435208078561158,true
patrick_ewing_nyk_1990s,Patrick Ewing,NYK,1990s,C/PF,24.08,11.02,2.16,0.95,2.7,false,false,21.034091,21.035,21.385,0.35,A+,elite anchor,46,1,0.01612955621289017,true
elvin_hayes_hou_1970s,Elvin Hayes,HOU,1970s,C/PF,27.13,16.03,2.53,,,true,true,21.002694,21.004,21.354,0.35,A+,elite anchor,47,1,0.036130760433155155,true
jerry_west_lal_1970s,Jerry West,LAL,1970s,PG/SG,26.11,4.33,8.65,2.6,0.7,false,false,20.901524,20.903,21.253,0.35,A+,elite anchor,48,2,0.046650279262512515,true
bob_lanier_det_1970s,Bob Lanier,DET,1970s,C,22.8,11.94,3.3,1.16,1.99,false,false,21.225848,21.227,21.227,0.0,A+,elite anchor,49,1,0.0020278494303031967,true
charles_barkley_phx_1990s,Charles Barkley,PHX,1990s,PF/SF,23.43,11.55,4.39,1.6,0.78,false,false,20.859476,20.861,21.211,0.35,A+,elite anchor,50,1,0.03228926584567805,true
charles_barkley_phi_1990s,Charles Barkley,PHI,1990s,PF/SF,25.21,10.94,4.06,1.78,0.57,false,false,20.830434,20.832,21.182,0.35,A+,elite anchor,51,1,0.03188213079269476,true
karl_malone_uta_1990s,Karl Malone,UTA,1990s,PF,27.22,10.73,3.69,1.42,0.86,false,false,21.113354,21.115,21.115,0.0,A+,elite anchor,52,1,0.014337599797358797,true
anthony_davis_lal_2020s,Anthony Davis,LAL,2020s,C/PF,23.9,10.7,3.1,1.2,2.0,false,false,20.75984,20.761,21.111,0.35,A+,elite anchor,53,2,0.014165750857687518,true
charles_barkley_phi_1980s,Charles Barkley,PHI,1980s,PF/SF,22.14,11.98,3.55,1.61,1.23,false,false,20.743418,20.744,21.094,0.35,A+,elite anchor,54,1,0.03253819127074465,true
jerry_lucas_sac_1960s,Jerry Lucas,SAC,1960s,C/PF,19.67,19.15,3.04,,,true,true,20.708443,20.71,21.06,0.35,A+,elite anchor,55,2,0.03295308827397704,true
anthony_davis_nop_2010s,Anthony Davis,NOP,2010s,C/PF,23.73,10.53,2.11,1.38,2.4,false,false,20.692568,20.694,21.044,0.35,A+,elite anchor,56,2,0.014652709423726302,true
domantas_sabonis_ind_2020s,Domantas Sabonis,IND,2020s,C/PF,20.3,12.0,6.7,1.2,0.5,false,false,20.67365,20.675,21.025,0.35,A+,elite anchor,57,1,0.011936569853639325,true
truck_robinson_uta_1970s,Truck Robinson,UTA,1970s,PF,23.22,14.91,1.96,0.83,1.17,false,false,21.014036,21.015,21.015,0.0,A+,elite anchor,58,1,0.013606123827382532,true
kevin_durant_bkn_2020s,Kevin Durant,BKN,2020s,PF/SF/SG,28.4,7.2,6.0,0.8,1.1,false,false,20.30496,20.306,21.006,0.7,A+,elite anchor,59,2,0.037412791853721414,true
dave_cowens_bos_1970s,Dave Cowens,BOS,1970s,C/PF,18.56,14.59,3.99,1.18,1.0,false,false,20.641918,20.643,20.993,0.35,A+,elite anchor,60,1,0.012374624938890614,true
elgin_baylor_lal_1960s,Elgin Baylor,LAL,1960s,SF,28.11,13.75,4.29,,,true,true,20.98605,20.987,20.987,0.0,A+,elite anchor,61,2,0.07187869381390133,true
tim_duncan_sas_2000s,Tim Duncan,SAS,2000s,C/PF,21.43,11.74,3.26,0.77,2.32,false,false,20.567935,20.569,20.919,0.35,A+,elite anchor,62,1,0.013255973627256775,true
artis_gilmore_chi_1970s,Artis Gilmore,CHI,1970s,C,21.73,12.93,2.97,0.53,2.2,false,false,20.817171,20.818,20.818,0.0,A+,elite anchor,63,1,0.001439250840838016,true
joel_embiid_phi_2010s,Joel Embiid,PHI,2010s,C,24.23,11.43,3.19,0.7,1.98,false,false,20.789842,20.791,20.791,0.0,A+,elite anchor,64,1,0.0013916889316985112,true
larry_bird_bos_1990s,Larry Bird,BOS,1990s,PF/SF,21.64,9.19,7.22,1.41,0.84,false,false,20.351636,20.353,20.703,0.35,A+,elite anchor,65,1,0.027438685783636754,true
tim_duncan_sas_1990s,Tim Duncan,SAS,1990s,C/PF,21.33,11.71,2.59,0.78,2.5,false,false,20.339458,20.34,20.69,0.35,A+,elite anchor,66,2,0.012580588129039389,true
james_harden_phi_2020s,James Harden,PHI,2020s,PG/SG,21.5,6.9,10.5,1.2,0.6,false,false,20.33528,20.336,20.686,0.35,A+,elite anchor,67,2,0.03472722095189939,true
tracy_mcgrady_orl_2000s,Tracy McGrady,ORL,2000s,SF/SG,28.11,7.01,5.21,1.55,0.99,false,false,20.323153,20.324,20.674,0.35,A+,elite anchor,68,1,0.037222927523348534,true
russell_westbrook_okc_2010s,Russell Westbrook,OKC,2010s,PG,23.82,7.27,8.76,1.79,0.34,false,false,20.651348,20.653,20.653,0.0,A+,elite anchor,69,1,0.027664836432869593,true
kevin_durant_okc_2010s,Kevin Durant,OKC,2010s,PF/SF/SG,28.87,7.58,4.02,1.23,1.05,false,false,19.920913,19.922,20.622,0.7,A+,elite anchor,70,2,0.03457747600223787,true
moses_malone_phi_1980s,Moses Malone,PHI,1980s,C,23.93,13.42,1.38,0.95,1.53,false,false,20.551997,20.553,20.553,0.0,A+,elite anchor,71,2,0.0011253550173901225,true
spencer_haywood_okc_1970s,Spencer Haywood,OKC,1970s,PF,24.93,12.13,2.34,0.85,1.5,false,false,20.521962,20.523,20.523,0.0,A+,elite anchor,72,1,0.01203661276796097,true
magic_johnson_lal_1990s,Magic Johnson,LAL,1990s,PG/SG/PF,19.8,6.61,11.14,1.38,0.32,false,false,19.816209,19.817,20.517,0.7,A+,elite anchor,73,2,0.03266864314242077,true
chris_webber_was_1990s,Chris Webber,WAS,1990s,C/PF,20.96,9.66,4.39,1.62,1.66,false,false,19.940637,19.942,20.292,0.35,A+,elite anchor,74,1,0.011042284581524673,true
moses_malone_hou_1970s,Moses Malone,HOU,1970s,C,19.27,15.39,1.2,0.87,1.74,false,false,20.245864,20.247,20.247,0.0,A+,elite anchor,75,2,0.000944242844911283,true
billy_cunningham_phi_1970s,Billy Cunningham,PHI,1970s,PF/SF,22.43,11.4,5.15,1.12,0.42,false,false,19.886289,19.887,20.237,0.35,A+,elite anchor,76,2,0.022199561018591468,true
george_mcginnis_phi_1970s,George McGinnis,PHI,1970s,PF,21.56,11.5,4.1,2.16,0.43,false,false,20.210168,20.211,20.211,0.0,A+,elite anchor,77,1,0.011059086169306662,true
kevin_durant_gsw_2010s,Kevin Durant,GSW,2010s,PF/SF/SG,25.86,7.1,5.41,0.82,1.48,false,false,19.501711,19.503,20.203,0.7,A+,elite anchor,78,1,0.030644818427061543,true
wilt_chamberlain_lal_1970s,Wilt Chamberlain,LAL,1970s,C,16.75,18.65,4.26,,,true,true,20.136223,20.137,20.137,0.0,A+,elite anchor,79,3,0.00536670184033285,true
george_mcginnis_den_1970s,George McGinnis,DEN,1970s,PF,22.6,11.4,3.7,1.7,0.7,false,false,20.06972,20.071,20.071,0.0,A+,elite anchor,80,1,0.010409829376043012,true
domantas_sabonis_sac_2020s,Domantas Sabonis,SAC,2020s,C/PF,18.5,12.7,6.2,0.9,0.4,false,false,19.7174,19.718,20.068,0.35,A+,elite anchor,81,1,0.008348855902907265,true
adrian_dantley_ind_1970s,Adrian Dantley,IND,1970s,SF,26.5,9.4,2.8,2.1,0.7,false,false,20.06117,20.062,20.062,0.0,A+,elite anchor,82,1,0.023028875892324822,true
shai_gilgeous_alexander_okc_2020s,Shai Gilgeous-Alexander,OKC,2020s,PG/SG,28.9,4.9,6.1,1.5,0.9,false,false,19.64373,19.645,19.995,0.35,A,70-win anchor,83,1,0.02997077450049215,true
walt_bellamy_was_1960s,Walt Bellamy,WAS,1960s,C,25.57,15.66,2.01,,,true,true,19.912381,19.914,19.914,0.0,A,70-win anchor,84,1,0.004730317746453499,true
karl_anthony_towns_min_2010s,Karl-Anthony Towns,MIN,2010s,C/PF,22.24,11.87,2.61,0.77,1.5,false,false,19.504789,19.506,19.856,0.35,A,70-win anchor,85,1,0.008655213371380732,true
allen_iverson_phi_2000s,Allen Iverson,PHI,2000s,PG/SG,29.93,3.85,6.08,2.39,0.16,false,false,19.421678,19.423,19.773,0.35,A,70-win anchor,86,1,0.02825493630489324,true
jayson_tatum_bos_2020s,Jayson Tatum,BOS,2020s,PF/SF,26.5,8.5,4.9,1.1,0.5,false,false,19.38697,19.388,19.738,0.35,A,70-win anchor,87,1,0.019026041343085706,true
kevin_durant_phx_2020s,Kevin Durant,PHX,2020s,PF/SF/SG,27.6,6.4,4.7,0.8,1.3,false,false,18.97677,18.978,19.678,0.7,A,70-win anchor,88,1,0.025397548405582025,true
kobe_bryant_lal_2000s,Kobe Bryant,LAL,2000s,SG/SF,28.16,5.85,5.26,1.66,0.57,false,false,19.241881,19.243,19.593,0.35,A,70-win anchor,89,2,0.025992056298734786,true
dwyane_wade_mia_2000s,Dwyane Wade,MIA,2000s,PG/SG,25.18,4.88,6.67,1.82,0.97,false,false,19.153331,19.154,19.504,0.35,A,70-win anchor,90,1,0.026879410117334815,true
anthony_davis_was_2020s,Anthony Davis,WAS,2020s,C/PF,20.4,11.1,2.8,1.1,1.7,false,false,19.13088,19.132,19.482,0.35,A,70-win anchor,91,2,0.008080669342037366,true
truck_robinson_atl_1970s,Truck Robinson,ATL,1970s,PF,22.4,12.8,2.7,1.1,0.6,false,false,19.45454,19.456,19.456,0.0,A,70-win anchor,92,1,0.00791811557735574,true
karl_anthony_towns_nyk_2020s,Karl-Anthony Towns,NYK,2020s,C/PF,22.2,12.4,3.0,0.9,0.6,false,false,19.08849,19.09,19.44,0.35,A,70-win anchor,93,1,0.0068539298386776065,true
patrick_ewing_nyk_1980s,Patrick Ewing,NYK,1980s,C/PF,21.19,8.8,1.9,1.34,2.82,false,false,19.077492,19.078,19.428,0.35,A,70-win anchor,94,1,0.0092754027789379,true
alonzo_mourning_mia_1990s,Alonzo Mourning,MIA,1990s,C/PF,20.7,10.18,1.64,0.82,2.86,false,false,19.071108,19.072,19.422,0.35,A,70-win anchor,95,1,0.008800039224999614,true
elton_brand_lac_2000s,Elton Brand,LAC,2000s,C/PF,20.34,10.25,2.7,0.95,2.23,false,false,19.003892,19.005,19.355,0.35,A,70-win anchor,96,1,0.008106893873537387,true
grant_hill_det_1990s,Grant Hill,DET,1990s,SF/SG,20.73,8.12,6.47,1.66,0.67,false,false,18.977739,18.979,19.329,0.35,A,70-win anchor,97,1,0.02419342396714555,true
alonzo_mourning_cha_1990s,Alonzo Mourning,CHA,1990s,C/PF,21.25,10.13,1.25,0.46,3.17,false,false,18.964086,18.965,19.315,0.35,A,70-win anchor,98,1,0.00847828562475634,true
kevin_love_min_2010s,Kevin Love,MIN,2010s,C/PF,21.5,13.13,2.86,0.74,0.45,false,false,18.849709,18.851,19.201,0.35,A,70-win anchor,99,2,0.006087700774581944,true
dwight_howard_lal_2010s,Dwight Howard,LAL,2010s,C/PF,17.1,12.4,1.4,1.1,2.4,false,false,18.82663,18.827,19.177,0.35,A,70-win anchor,100,2,0.007926356660336259,true
fat_lever_den_1990s,Fat Lever,DEN,1990s,PG/SG,18.3,9.3,6.5,2.1,0.2,false,false,18.81875,18.82,19.17,0.35,A,70-win anchor,101,1,0.02281361752718639,true
rick_barry_gsw_1970s,Rick Barry,GSW,1970s,SF,23.97,6.39,5.78,2.32,0.48,false,false,19.101493,19.103,19.103,0.0,A,70-win anchor,102,2,0.017109670128294178,true
sidney_wicks_por_1970s,Sidney Wicks,POR,1970s,PF,22.33,10.27,4.14,1.17,0.84,false,false,19.10218,19.103,19.103,0.0,A,70-win anchor,103,2,0.0072628217116761295,true
kawhi_leonard_tor_2010s,Kawhi Leonard,TOR,2010s,SF/SG/PF,26.6,7.3,3.3,1.8,0.4,false,false,18.36118,18.362,19.062,0.7,A,70-win anchor,104,2,0.02084597911013233,true
bob_lanier_det_1980s,Bob Lanier,DET,1980s,C,21.7,10.1,3.3,1.0,1.6,false,false,19.01682,19.018,19.018,0.0,A,70-win anchor,105,1,0.0003917389212134899,true
david_lee_nyk_2010s,David Lee,NYK,2010s,C/PF/SF,20.2,11.7,3.6,1.0,0.5,false,false,18.31643,18.317,19.017,0.7,A,70-win anchor,106,1,0.013167046592304202,true
jason_kidd_phx_2000s,Jason Kidd,PHX,2000s,PG/SG,15.69,6.77,9.94,2.11,0.35,false,false,18.637848,18.639,18.989,0.35,A,70-win anchor,107,1,0.021951881338626578,true
grant_hill_det_2000s,Grant Hill,DET,2000s,SF/SG,25.8,6.6,5.2,1.4,0.6,false,false,18.60272,18.604,18.954,0.35,A,70-win anchor,108,1,0.020643753155288675,true
demarcus_cousins_sac_2010s,DeMarcus Cousins,SAC,2010s,C,21.05,10.75,2.99,1.4,1.17,false,false,18.933072,18.934,18.934,0.0,A,70-win anchor,109,1,0.00036027587184988196,true
ralph_sampson_hou_1980s,Ralph Sampson,HOU,1980s,C/PF,19.67,10.45,2.71,1.03,1.89,false,false,18.571759,18.573,18.923,0.35,A,70-win anchor,110,3,0.0067872984468273665,true
larry_kenon_sas_1970s,Larry Kenon,SAS,1970s,PF/SF,21.53,10.19,3.44,1.8,0.43,false,false,18.556379,18.557,18.907,0.35,A,70-win anchor,111,1,0.01545292496957108,true
paul_george_okc_2010s,Paul George,OKC,2010s,PF/SF/SG,24.91,6.93,3.69,2.1,0.45,false,false,18.191806,18.193,18.893,0.7,A,70-win anchor,112,3,0.020560895134934157,true
derrick_coleman_bkn_1990s,Derrick Coleman,BKN,1990s,C/PF,19.9,10.62,3.14,0.92,1.6,false,false,18.533536,18.534,18.884,0.35,A,70-win anchor,113,1,0.006383389554235669,true
trae_young_atl_2020s,Trae Young,ATL,2020s,PG,26.0,3.3,10.3,1.1,0.2,false,false,18.88235,18.884,18.884,0.0,A,70-win anchor,114,1,0.014788527581994384,true
chris_bosh_tor_2010s,Chris Bosh,TOR,2010s,C/PF,24.0,10.8,2.4,0.6,1.0,false,false,18.48878,18.49,18.84,0.35,A,70-win anchor,115,1,0.005635942493211887,true
fat_lever_den_1980s,Fat Lever,DEN,1980s,PG/SG,16.79,7.31,7.74,2.54,0.32,false,false,18.461631,18.463,18.813,0.35,A,70-win anchor,116,1,0.02169583280695279,true
julius_randle_nyk_2020s,Julius Randle,NYK,2020s,C/PF,23.3,9.8,5.0,0.7,0.3,false,false,18.45465,18.456,18.806,0.35,A,70-win anchor,117,2,0.0051662965898686105,true
nate_thurmond_gsw_1960s,Nate Thurmond,GSW,1960s,C/PF,16.42,17.93,2.39,,,true,true,18.420314,18.421,18.771,0.35,A,70-win anchor,118,3,0.015921197359084267,true
julius_erving_phi_1970s,Julius Erving,PHI,1970s,SF/SG,21.78,7.43,4.03,1.8,1.34,false,false,18.404544,18.406,18.756,0.35,A,70-win anchor,119,3,0.02223226981305678,true
gary_payton_okc_2000s,Gary Payton,OKC,2000s,PG,22.72,5.22,8.7,1.72,0.25,false,false,18.7515,18.753,18.753,0.0,A,70-win anchor,120,1,0.015198824911005089,true
damian_lillard_por_2020s,Damian Lillard,POR,2020s,PG/SG,28.3,4.4,7.4,0.8,0.3,false,false,18.36734,18.369,18.719,0.35,A,70-win anchor,121,1,0.017219934540886234,true
josh_giddey_chi_2020s,Josh Giddey,CHI,2020s,PF/PG/SF/SG,15.8,8.2,8.2,1.1,0.6,false,false,17.66089,17.662,18.712,1.05,A,70-win anchor,122,1,0.017759054690286206,true
al_jefferson_min_2000s,Al Jefferson,MIN,2000s,C/PF,21.8,11.06,1.48,0.86,1.58,false,false,18.352136,18.353,18.703,0.35,A,70-win anchor,123,2,0.005938051651466713,true
ben_simmons_phi_2010s,Ben Simmons,PHI,2010s,PG,16.34,8.45,7.95,1.55,0.85,false,false,18.679807,18.681,18.681,0.0,A,70-win anchor,124,2,0.015619311796104108,true
karl_malone_uta_1980s,Karl Malone,UTA,1980s,PF,23.34,10.5,2.47,1.45,0.67,false,false,18.678178,18.679,18.679,0.0,A,70-win anchor,125,1,0.006338670499302622,true
scottie_pippen_chi_1990s,Scottie Pippen,CHI,1990s,SF,19.54,7.23,5.91,2.26,0.93,false,false,18.676486,18.677,18.677,0.0,A,70-win anchor,126,2,0.015625700232523115,true
spencer_haywood_uta_1970s,Spencer Haywood,UTA,1970s,PF,24.0,9.6,2.1,0.9,1.6,false,false,18.6431,18.644,18.644,0.0,A,70-win anchor,127,2,0.00659427184042708,true
dikembe_mutombo_den_1990s,Dikembe Mutombo,DEN,1990s,C,12.92,12.29,1.67,0.56,3.81,false,false,18.62481,18.626,18.626,0.0,A,70-win anchor,128,2,0.000546690446556497,true
chris_paul_nop_2000s,Chris Paul,NOP,2000s,PG,19.43,4.76,9.88,2.4,0.08,false,false,18.62012,18.621,18.621,0.0,A,70-win anchor,129,1,0.015337996998393149,true
marques_johnson_mil_1970s,Marques Johnson,MIL,1970s,SF/SG,22.49,9.13,2.69,1.35,1.25,false,false,18.267805,18.269,18.619,0.35,A,70-win anchor,130,2,0.019963161081389798,true
dwight_howard_orl_2000s,Dwight Howard,ORL,2000s,C/PF,17.32,12.55,1.4,0.9,1.99,false,false,18.254941,18.256,18.606,0.35,A,70-win anchor,131,2,0.006076169646845638,true
pau_gasol_chi_2010s,Pau Gasol,CHI,2010s,C/PF,17.54,11.42,3.37,0.44,1.95,false,false,18.251557,18.252,18.602,0.35,A,70-win anchor,132,1,0.005727073538729017,true
terry_cummings_lac_1980s,Terry Cummings,LAC,1980s,PF/SF,23.27,10.06,2.07,1.42,0.79,false,false,18.246829,18.248,18.598,0.35,A,70-win anchor,133,1,0.013960043204995502,true
karl_anthony_towns_min_2020s,Karl-Anthony Towns,MIN,2020s,C/PF,23.0,9.2,4.0,0.8,0.9,false,false,18.22384,18.225,18.575,0.35,A,70-win anchor,134,1,0.00518469528675535,true
kyrie_irving_bkn_2020s,Kyrie Irving,BKN,2020s,PG/SG,27.1,4.6,5.9,1.4,0.6,false,false,18.22157,18.223,18.573,0.35,A,70-win anchor,135,3,0.018258215169885295,true
rick_barry_gsw_1960s,Rick Barry,GSW,1960s,SF,30.59,9.91,2.89,,,true,true,18.563086,18.564,18.564,0.0,A,70-win anchor,136,2,0.035443492443198416,true
clyde_drexler_por_1990s,Clyde Drexler,POR,1990s,SG/SF,21.97,6.53,5.79,1.78,0.7,false,false,18.161544,18.163,18.513,0.35,A,70-win anchor,137,1,0.01890600262277257,true
